# EEPROM data read:
# TC4_SHIELD  3.00
# 1.0031  -0.30
# time,ambient,T0,rate0,T1,rate1,0
56.0,21.5,78.0,-33.8,165.7,-18.3,0
57.0,21.5,78.0,-31.6,165.6,-17.3,0
58.0,21.5,77.7,-29.6,165.4,-16.5,0
59.0,21.5,77.5,-27.9,165.3,-15.5,0
60.0,21.5,77.3,-26.1,165.2,-14.7,0
61.0,21.5,77.0,-24.7,165.1,-13.8,0
62.0,21.5,77.1,-22.8,165.0,-12.9,0
63.0,21.5,76.7,-21.5,165.0,-12.0,0
64.0,21.5,76.8,-19.8,164.6,-11.7,0
65.0,21.5,76.5,-18.6,164.6,-11.2,0
66.0,21.5,76.3,-17.5,164.7,-10.3,0
67.0,21.5,76.3,-16.3,164.6,-9.4,0
68.0,21.5,76.2,-15.2,164.3,-9.3,0
69.0,21.5,76.1,-14.1,164.1,-9.2,0
70.0,21.5,76.2,-12.9,164.0,-9.1,0
71.0,21.5,75.9,-12.2,163.6,-9.5,0
72.0,21.5,76.0,-11.0,163.5,-9.5,0
73.0,21.5,75.9,-10.2,163.3,-9.6,0
74.0,21.5,75.9,-9.3,163.1,-9.9,0
75.0,21.5,75.8,-8.6,162.7,-10.5,0
76.0,21.5,75.7,-8.1,162.4,-11.1,0
77.0,21.5,75.9,-7.0,162.1,-11.8,0
78.0,21.5,76.2,-5.5,161.9,-12.2,0
79.0,21.5,76.1,-4.6,161.5,-12.9,0
80.0,21.5,76.1,-3.8,161.6,-12.7,0
81.0,21.5,75.9,-3.6,161.3,-12.7,0
82.0,21.5,76.1,-2.9,161.1,-12.6,0
83.0,21.5,76.2,-2.1,160.9,-12.6,0
84.0,21.5,76.4,-1.2,160.7,-12.5,0
85.0,21.5,76.5,-0.4,160.9,-11.8,0
86.0,21.5,76.4,0.0,160.9,-11.0,0
87.0,21.5,76.6,0.6,161.0,-9.9,0
88.0,21.5,76.7,1.2,161.2,-8.6,0
89.0,21.5,76.9,1.9,160.9,-7.8,0
90.0,21.5,77.0,2.5,160.7,-7.4,0
91.0,21.5,77.1,3.0,160.9,-6.7,0
92.0,21.5,77.3,3.7,160.8,-6.2,0
93.0,21.5,77.3,4.0,160.5,-6.2,0
94.0,21.5,77.7,4.8,160.5,-6.0,0
95.0,21.5,77.9,5.5,160.2,-6.2,0
96.0,21.5,77.9,5.8,160.3,-5.9,0
97.0,21.5,78.1,6.3,160.1,-6.0,0
98.0,21.5,78.4,7.1,160.1,-5.8,0
99.0,21.5,78.4,7.3,159.7,-6.2,0
100.0,21.5,78.6,7.5,159.3,-7.0,0
101.0,21.5,78.8,8.0,159.3,-7.4,0
102.0,21.5,79.0,8.3,159.3,-7.4,0
103.0,21.5,79.3,8.8,159.3,-7.2,0
104.0,21.5,79.4,9.0,159.3,-6.8,0
105.0,21.5,79.7,9.5,159.1,-6.8,0
106.0,21.5,80.0,10.1,159.2,-6.3,0
107.0,21.5,80.3,10.7,158.9,-6.4,0
108.0,21.5,80.4,10.9,158.8,-6.5,0
109.0,21.5,80.7,11.3,158.7,-6.5,0
110.0,21.5,80.8,11.5,158.7,-6.3,0
111.0,21.5,81.2,12.0,158.7,-5.9,0
112.0,21.5,81.3,12.1,158.8,-5.3,0
113.0,21.5,81.8,12.7,158.6,-5.1,0
114.0,21.5,81.9,12.9,158.4,-5.2,0
115.0,21.5,82.2,13.2,158.5,-4.9,0
116.0,21.5,82.4,13.5,158.6,-4.4,0
117.0,21.5,82.6,13.6,158.7,-3.8,0
118.0,21.5,82.8,13.5,158.7,-3.2,0
119.0,21.5,83.1,13.6,158.9,-2.3,0
120.0,21.5,83.4,13.8,159.1,-1.3,0
121.0,21.5,83.4,13.6,158.9,-0.9,0
122.0,21.5,84.0,14.1,158.7,-1.0,0
123.0,21.5,83.9,13.7,158.9,-0.7,0
124.0,21.6,84.4,14.2,159.1,-0.1,0
125.0,21.6,84.6,14.3,159.1,0.3,0
126.0,21.6,84.9,14.5,159.2,0.7,0
127.0,21.6,84.9,14.2,159.2,1.1,0
128.0,21.6,85.3,14.3,159.3,1.4,0
129.0,21.6,85.7,14.6,159.3,1.7,0
130.0,21.6,86.1,15.3,159.3,1.7,0
131.0,21.6,86.4,15.7,159.1,1.3,0
132.0,21.6,86.7,16.0,159.1,0.9,0
133.0,21.6,86.9,16.2,159.1,0.7,0
134.0,21.6,87.0,16.0,159.0,0.3,0
135.0,21.6,87.4,16.1,159.0,0.2,0
136.0,21.6,88.0,16.8,159.0,0.0,0
137.0,21.6,88.0,16.6,158.9,-0.2,0
138.0,21.6,88.5,16.9,158.9,-0.3,0
139.0,21.6,88.3,16.3,158.9,-0.5,0
140.0,21.6,88.9,16.6,159.0,-0.4,0
141.0,21.6,89.0,16.3,159.2,-0.0,0
142.0,21.6,89.6,16.8,159.3,0.4,0
143.0,21.6,90.0,17.3,159.3,0.7,0
144.0,21.6,90.0,17.1,159.4,1.0,0
145.0,21.6,90.6,17.6,159.5,1.4,0
146.0,21.6,90.9,17.9,159.4,1.5,0
147.0,21.6,91.6,18.9,159.6,1.9,0
148.0,21.6,91.2,18.1,159.4,1.8,0
149.0,21.6,91.5,17.7,159.5,1.8,0
150.0,21.6,91.7,17.3,159.5,1.8,0
151.0,21.6,92.2,17.4,159.5,1.6,0
152.0,21.6,92.5,17.4,159.8,2.1,0
153.0,21.6,92.5,16.9,159.8,2.4,0
154.0,21.6,92.7,16.5,159.8,2.4,0
155.0,21.6,93.6,17.4,159.8,2.4,0
156.0,21.6,93.7,17.5,160.2,3.0,0
157.0,21.6,93.8,17.3,160.3,3.6,0
158.0,21.6,94.3,17.5,160.3,3.8,0
159.0,21.6,94.7,17.9,160.1,3.5,0
160.0,21.6,94.8,17.8,160.1,3.1,0
161.0,21.6,94.9,17.4,160.2,2.9,0
162.0,21.6,95.2,17.1,160.2,2.8,0
163.0,21.6,95.9,17.7,160.3,2.9,0
164.0,21.6,96.2,18.0,160.3,2.8,0
165.0,21.6,96.3,17.8,160.3,2.6,0
166.0,21.6,96.5,17.5,160.2,2.2,0
167.0,21.6,97.1,18.1,160.3,2.1,0
168.0,21.6,97.2,18.0,160.2,1.8,0
169.0,21.6,97.6,18.2,160.2,1.5,0
170.0,21.6,97.9,18.2,160.3,1.5,0
171.0,21.6,98.1,18.0,160.3,1.5,0
172.0,21.6,98.3,17.7,160.4,1.5,0
173.0,21.6,98.5,17.4,160.3,1.3,0
174.0,21.6,98.7,17.1,160.6,1.7,0
175.0,21.6,99.1,17.0,160.6,1.9,0
176.0,21.6,99.3,16.8,160.6,1.9,0
177.0,21.6,99.6,16.7,160.6,1.9,0
178.0,21.6,99.7,16.1,160.5,1.6,0
179.0,21.6,100.0,16.0,160.7,1.9,0
180.0,21.6,100.4,16.1,160.8,2.1,0
181.0,21.6,100.7,16.2,160.9,2.4,0
182.0,21.6,100.9,16.3,161.1,2.9,0
183.0,21.6,101.4,16.6,161.2,3.4,0
184.0,21.6,101.5,16.5,161.3,3.6,0
185.0,21.6,101.8,16.6,161.4,4.0,0
186.0,21.6,102.1,16.6,161.4,4.1,0
187.0,21.6,102.0,15.9,161.5,4.2,0
188.0,21.6,102.6,16.1,161.5,4.1,0
189.0,21.6,103.0,16.4,161.5,3.9,0
190.0,21.6,103.2,16.5,161.5,3.7,0
191.0,21.6,103.4,16.4,161.6,3.6,0
192.0,21.6,103.6,16.3,161.7,3.6,0
193.0,21.6,103.8,16.1,161.6,3.4,0
194.0,21.6,104.2,16.2,161.7,3.2,0
195.0,21.6,104.4,16.1,161.8,3.4,0
196.0,21.6,104.8,16.2,162.1,3.8,0
197.0,21.6,104.9,16.0,162.1,4.0,0
198.0,21.6,105.2,16.0,162.1,3.9,0
199.0,21.6,105.6,16.3,162.2,3.9,0
200.0,21.6,105.9,16.5,162.2,3.8,0
201.0,21.6,106.1,16.4,162.2,3.7,0
202.0,21.6,106.2,16.1,162.3,3.7,0
203.0,21.6,106.7,16.4,162.5,4.0,0
204.0,21.6,106.8,16.1,162.6,4.3,0
205.0,21.6,107.2,16.2,162.8,4.6,0
206.0,21.6,107.3,16.0,162.8,4.7,0
207.0,21.6,107.5,15.6,163.0,5.0,0
208.0,21.6,107.9,15.7,163.2,5.5,0
209.0,21.6,107.9,15.2,163.1,5.3,0
210.0,21.6,108.3,15.2,163.0,4.9,0
211.0,21.6,108.6,15.4,163.1,4.6,0
212.0,21.6,108.5,14.8,163.2,4.6,0
213.0,21.6,108.8,14.5,163.3,4.5,0
214.0,21.6,109.5,15.1,163.1,4.1,0
215.0,21.6,109.5,15.0,163.2,3.8,0
216.0,21.6,109.9,15.3,163.1,3.2,0
217.0,21.6,110.1,15.4,163.2,3.1,0
218.0,21.6,110.6,15.8,163.4,3.2,0
219.0,21.6,110.4,15.3,163.6,3.5,0
220.0,21.6,110.8,15.4,163.8,3.9,0
221.0,21.6,111.0,15.2,163.9,4.4,0
222.0,21.6,111.5,15.5,164.2,5.0,0
223.0,21.6,111.8,15.8,164.4,5.6,0
224.0,21.6,111.6,15.1,164.4,5.9,0
225.0,21.6,112.2,15.3,164.6,6.3,0
226.0,21.6,112.3,15.2,164.9,6.9,0
227.0,21.6,112.3,14.5,165.1,7.5,0
228.0,21.6,113.0,15.0,165.5,8.5,0
229.0,21.6,112.8,14.4,165.5,8.8,0
230.0,21.6,113.4,14.9,165.4,8.6,0
231.0,21.6,113.6,15.1,165.7,8.7,0
232.0,21.6,113.9,15.1,166.0,9.2,0
233.0,21.6,114.0,14.9,166.3,9.8,0
234.0,21.6,114.4,15.1,166.4,10.0,0
235.0,21.6,114.7,15.4,166.5,9.9,0
236.0,21.6,114.7,15.0,166.7,10.0,0
237.0,21.6,114.9,14.7,167.2,10.8,0
238.0,21.6,115.3,14.9,167.4,11.3,0
239.0,21.6,115.5,14.8,167.6,11.5,0
240.0,21.6,115.9,15.0,167.8,11.7,0
241.0,21.6,116.1,15.0,167.8,11.5,0
242.0,21.6,116.3,15.0,168.2,11.8,0
243.0,21.6,116.6,15.1,168.3,11.8,0
244.0,21.6,116.8,14.9,168.4,11.6,0
245.0,21.6,117.2,15.2,168.7,11.6,0
246.0,21.6,117.2,15.0,168.7,11.4,0
247.0,21.6,117.4,14.6,169.1,11.6,0
248.0,21.6,117.7,14.5,169.2,11.6,0
249.0,21.6,118.3,15.1,169.6,12.0,0
250.0,21.6,118.1,14.7,169.8,12.1,0
251.0,21.6,118.3,14.4,170.0,12.3,0
252.0,21.6,118.8,14.6,170.2,12.3,0
253.0,21.6,118.6,13.9,170.4,12.5,0
254.0,21.6,119.2,14.2,170.5,12.2,0
255.0,21.6,119.4,14.3,170.6,11.9,0
256.0,21.6,120.0,15.1,170.8,11.8,0
257.0,21.6,120.0,15.0,171.1,11.8,0
258.0,21.6,120.1,14.6,171.3,11.8,0
259.0,21.6,120.5,14.7,171.4,11.7,0
260.0,21.6,120.7,14.8,171.7,11.9,0
261.0,21.6,120.8,14.5,172.0,12.0,0
262.0,21.6,120.9,14.1,172.1,12.0,0
263.0,21.6,121.4,14.3,172.5,12.5,0
264.0,21.6,121.4,14.0,172.9,13.0,0
265.0,21.6,121.8,14.2,173.0,13.2,0
266.0,21.6,122.0,14.1,173.4,13.6,0
267.0,21.6,122.2,14.0,173.6,13.9,0
268.0,21.6,122.4,13.9,173.9,14.1,0
269.0,21.6,122.8,14.1,174.3,14.6,0
270.0,21.6,123.0,14.3,174.4,14.7,0
271.0,21.6,123.2,14.2,174.5,14.4,0
272.0,21.6,123.5,14.2,174.7,14.2,0
273.0,21.6,123.9,14.7,174.6,13.4,0
274.0,21.6,124.2,15.1,174.8,12.8,0
275.0,21.6,124.1,14.6,175.0,12.5,0
276.0,21.6,124.4,14.4,175.2,12.3,0
277.0,21.6,124.7,14.4,175.6,12.5,0
278.0,21.6,124.9,14.3,175.9,12.8,0
279.0,21.6,125.2,14.4,176.2,13.1,0
280.0,21.6,125.3,14.3,176.5,13.5,0
281.0,21.6,125.5,14.1,176.8,13.9,0
282.0,21.6,125.8,14.0,177.3,14.7,0
283.0,21.6,126.0,13.9,177.6,15.4,0
284.0,21.6,126.3,14.0,178.0,15.9,0
285.0,21.6,126.7,14.3,178.3,16.4,0
286.0,21.6,126.7,14.2,178.4,16.5,0
287.0,21.6,127.1,14.4,178.9,16.9,0
288.0,21.6,127.3,14.5,178.9,16.6,0
289.0,21.6,127.4,14.3,179.1,16.4,0
290.0,21.6,127.9,14.6,179.4,16.2,0
291.0,21.6,128.1,14.7,179.6,16.0,0
292.0,21.6,128.6,15.3,179.6,15.4,0
293.0,21.6,128.6,15.1,179.8,14.9,0
294.0,21.6,128.8,15.0,180.0,14.4,0
295.0,21.6,129.3,15.3,180.3,14.3,0
296.0,21.6,129.2,14.8,180.6,14.2,0
297.0,21.6,129.5,14.7,180.8,14.1,0
298.0,21.6,129.6,14.3,181.1,14.1,0
299.0,21.6,129.9,14.2,181.2,14.0,0
300.0,21.6,130.3,14.5,181.4,13.7,0
301.0,21.6,130.5,14.4,181.6,13.6,0
302.0,21.6,130.8,14.6,182.1,14.0,0
303.0,21.6,130.9,14.4,182.1,13.8,0
304.0,21.6,131.2,14.4,182.3,13.6,0
305.0,21.6,131.4,14.4,182.4,13.3,0
306.0,21.6,131.6,14.1,182.8,13.5,0
307.0,21.6,131.7,13.9,183.2,13.8,0
308.0,21.6,132.2,14.1,183.2,13.5,0
309.0,21.6,132.4,14.3,183.2,13.1,0
310.0,21.6,132.5,14.1,183.6,13.0,0
311.0,21.6,132.5,13.5,183.9,13.1,0
312.0,21.6,133.1,13.9,184.0,13.1,0
313.0,21.6,133.3,14.0,184.1,12.8,0
314.0,21.6,133.7,14.4,184.5,13.0,0
315.0,21.6,133.6,14.1,184.7,13.1,0
316.0,21.6,134.1,14.4,185.2,13.6,0
317.0,21.6,134.3,14.3,185.5,14.2,0
318.0,21.6,134.7,14.8,185.8,14.5,0
319.0,21.6,134.8,14.7,185.8,14.5,0
320.0,21.6,135.1,14.8,186.1,14.5,0
321.0,21.6,135.1,14.4,186.5,14.8,0
322.0,21.6,135.3,14.1,186.9,15.2,0
323.0,21.6,135.5,13.8,187.2,15.6,0
324.0,21.6,135.6,13.3,187.3,15.6,0
325.0,21.6,136.0,13.5,187.4,15.3,0
326.0,21.6,136.2,13.5,187.6,14.9,0
327.0,21.6,136.6,13.8,187.8,14.7,0
328.0,21.6,136.9,14.1,188.2,14.8,0
329.0,21.6,137.1,14.3,188.4,14.8,0
330.0,21.6,137.2,14.1,188.4,14.3,0
331.0,21.6,137.6,14.3,188.6,13.8,0
332.0,21.6,137.9,14.5,188.9,13.7,0
333.0,21.6,138.2,14.8,189.0,13.3,0
334.0,21.6,138.3,14.6,189.3,13.2,0
335.0,21.6,138.6,14.6,189.5,13.2,0
336.0,21.6,138.8,14.6,189.8,13.3,0
337.0,21.6,138.9,14.4,190.1,13.5,0
338.0,21.6,139.3,14.5,190.3,13.5,0
339.0,21.6,139.5,14.5,190.4,13.3,0
340.0,21.6,139.8,14.5,190.5,13.0,0
341.0,21.6,139.9,14.3,190.8,12.9,0
342.0,21.6,140.1,14.2,191.0,13.0,0
343.0,21.6,140.7,14.8,191.3,13.0,0
344.0,21.6,140.7,14.6,191.6,13.3,0
345.0,21.6,141.1,14.9,191.7,13.1,0
346.0,21.6,141.4,15.2,192.0,13.2,0
347.0,21.6,141.5,15.1,192.3,13.4,0
348.0,21.6,141.6,14.7,192.5,13.5,0
349.0,21.6,142.0,14.7,192.8,13.8,0
350.0,21.6,142.1,14.5,193.2,14.3,0
351.0,21.6,142.3,14.2,193.2,14.1,0
352.0,21.6,142.7,14.4,193.6,14.3,0
353.0,21.6,143.0,14.5,193.8,14.4,0
354.0,21.6,143.2,14.5,194.0,14.3,0
355.0,21.6,143.1,14.0,194.2,14.3,0
356.0,21.6,143.5,13.9,194.4,14.2,0
357.0,21.6,143.8,14.0,194.7,14.2,0
358.0,21.6,143.8,13.6,194.8,14.0,0
359.0,21.6,144.2,13.8,195.0,13.7,0
360.0,21.6,144.6,14.1,195.2,13.5,0
361.0,21.6,144.8,14.2,195.4,13.3,0
362.0,21.6,144.8,13.9,195.6,13.1,0
363.0,21.6,145.1,13.8,195.8,13.1,0
364.0,21.6,145.3,13.8,196.1,13.2,0
365.0,21.6,145.5,13.7,196.4,13.4,0
366.0,21.6,145.7,13.5,196.7,13.7,0
367.0,21.6,146.0,13.6,196.9,13.7,0
368.0,21.6,146.2,13.5,197.1,13.8,0
369.0,21.6,146.6,13.9,197.3,13.7,0
370.0,21.6,146.8,14.0,197.4,13.4,0
371.0,21.6,147.0,14.1,197.4,12.9,0
372.0,21.6,147.4,14.3,197.6,12.4,0
373.0,21.6,147.5,14.4,197.8,12.2,0
374.0,21.6,147.7,14.1,198.1,12.2,0
375.0,21.6,147.9,14.0,198.3,12.1,0
376.0,21.6,148.2,14.1,198.5,12.2,0
377.0,21.6,148.5,14.2,198.7,12.0,0
378.0,21.6,148.6,14.1,199.0,12.2,0
379.0,21.6,148.9,14.2,199.3,12.5,0
380.0,21.6,149.0,13.9,199.5,12.6,0
381.0,21.6,149.2,13.7,199.6,12.6,0
382.0,21.6,149.5,13.7,199.9,12.8,0
383.0,21.6,149.9,14.0,200.2,13.0,0
384.0,21.6,150.1,14.1,200.2,12.7,0
385.0,21.6,150.3,14.2,200.5,12.8,0
386.0,21.6,150.4,13.9,200.7,12.7,0
387.0,21.6,150.5,13.5,201.0,12.8,0
388.0,21.6,150.9,13.6,201.2,13.0,0
389.0,21.6,150.9,13.1,201.3,12.8,0
390.0,21.6,151.2,13.1,201.3,12.2,0
391.0,21.6,151.6,13.2,201.5,11.9,0
392.0,21.6,151.9,13.5,201.5,11.4,0
393.0,21.6,152.3,14.0,201.8,11.2,0
394.0,21.6,152.2,13.7,201.9,11.0,0
395.0,21.6,152.6,13.9,202.2,10.9,0
396.0,21.6,153.1,14.6,202.4,10.8,0
397.0,21.6,153.1,14.5,202.6,11.0,0
398.0,21.6,153.3,14.4,202.8,11.0,0
399.0,21.6,153.6,14.4,203.0,11.2,0
400.0,21.6,153.8,14.3,203.3,11.5,0
401.0,21.6,154.0,14.2,203.6,11.8,0
402.0,21.6,154.2,14.1,203.7,11.8,0
403.0,21.6,154.5,14.1,203.9,11.9,0
404.0,21.6,154.8,14.4,204.1,11.8,0
405.0,21.6,154.9,14.1,204.3,11.9,0
406.0,21.6,155.1,14.1,204.5,11.9,0
407.0,21.6,155.5,14.2,204.7,11.9,0
408.0,21.6,155.8,14.4,204.7,11.7,0
409.0,21.6,156.1,14.7,205.1,11.8,0
410.0,21.6,156.5,15.1,205.3,11.8,0
411.0,21.6,156.6,15.3,205.4,11.7,0
412.0,21.6,156.8,15.2,205.7,12.0,0
413.0,21.6,157.0,15.2,205.9,12.0,0
414.0,21.6,157.2,14.9,206.0,11.9,0
415.0,21.6,157.4,14.7,206.2,11.9,0
416.0,21.6,157.9,15.0,206.2,11.5,0
417.0,21.6,158.0,14.9,206.3,11.0,0
418.0,21.6,158.1,14.6,206.3,10.4,0
419.0,21.6,158.4,14.6,206.6,10.2,0
420.0,21.6,158.6,14.3,206.7,10.0,0
421.0,21.6,158.9,14.3,206.9,9.8,0
422.0,21.6,159.0,14.1,207.1,9.8,0
423.0,21.6,159.2,13.9,207.4,10.0,0
424.0,21.6,159.3,13.5,207.6,10.2,0
425.0,21.6,159.5,13.1,208.0,10.8,0
426.0,21.6,159.8,13.0,208.1,10.9,0
427.0,21.6,160.0,13.0,208.3,11.1,0
428.0,21.6,160.1,12.7,208.6,11.4,0
429.0,21.6,160.4,12.6,208.8,11.7,0
430.0,21.6,160.6,12.7,209.0,11.8,0
431.0,21.6,160.9,12.8,209.1,11.8,0
432.0,21.6,161.1,12.8,209.2,11.6,0
433.0,21.6,161.3,13.0,209.5,11.8,0
434.0,21.6,161.7,13.4,209.9,12.1,0
435.0,21.6,161.9,13.5,210.1,12.4,0
436.0,21.6,162.3,14.0,210.3,12.6,0
437.0,21.6,162.5,14.2,210.6,12.8,0
438.0,21.6,162.7,14.2,210.7,12.8,0
439.0,21.6,163.0,14.4,210.6,12.3,0
440.0,21.6,163.4,14.8,210.9,12.1,0
441.0,21.6,163.4,14.7,210.9,11.6,0
442.0,21.6,163.7,14.7,211.2,11.4,0
443.0,21.6,164.0,14.7,211.4,11.3,0
444.0,21.6,164.3,14.8,211.7,11.5,0
445.0,21.6,164.4,14.8,212.0,11.7,0
446.0,21.6,164.7,14.8,212.2,11.8,0
447.0,21.6,164.9,14.8,212.3,11.8,0
448.0,21.6,165.1,14.7,212.5,11.9,0
449.0,21.6,165.4,14.7,212.8,12.0,0
450.0,21.6,165.8,14.8,212.9,11.9,0
451.0,21.6,165.8,14.6,213.0,11.8,0
452.0,21.6,166.1,14.4,213.2,11.6,0
453.0,21.6,166.4,14.4,213.5,11.8,0
454.0,21.6,166.5,14.3,213.8,12.1,0
455.0,21.6,166.8,14.4,214.0,12.1,0
456.0,21.6,167.1,14.4,214.2,12.2,0
457.0,21.6,167.2,14.2,214.5,12.4,0
458.0,21.6,167.5,14.1,214.6,12.4,0
459.0,21.6,167.6,13.8,214.8,12.4,0
460.0,21.6,167.9,13.9,214.9,12.2,0
461.0,21.6,168.2,13.9,215.1,12.1,0
462.0,21.6,168.5,14.1,215.2,11.7,0
463.0,21.6,168.6,14.0,215.3,11.3,0
464.0,21.6,168.9,14.0,215.3,10.8,0
465.0,21.6,169.1,14.1,215.6,10.6,0
466.0,21.6,169.3,14.0,215.8,10.5,0
467.0,21.6,169.6,14.1,215.9,10.3,0
468.0,21.6,169.9,14.2,216.0,10.1,0
469.0,21.6,170.0,14.1,216.1,9.8,0
470.0,21.6,170.3,14.1,216.4,9.9,0
471.0,21.6,170.4,13.9,216.6,10.0,0
472.0,21.6,170.8,14.0,216.8,10.1,0
473.0,21.6,171.1,14.3,217.0,10.3,0
474.0,21.6,171.2,14.2,217.1,10.3,0
475.0,21.6,171.6,14.4,217.5,10.6,0
476.0,21.6,171.8,14.5,217.6,10.7,0
477.0,21.6,172.1,14.6,217.8,10.8,0
478.0,21.6,172.4,14.8,218.0,10.9,0
479.0,21.6,172.6,14.9,218.1,10.8,0
480.0,21.6,172.9,14.9,218.1,10.3,0
481.0,21.6,173.1,15.0,218.2,10.0,0
482.0,21.6,173.2,14.7,218.4,9.8,0
483.0,21.6,173.4,14.5,218.6,9.8,0
484.0,21.6,173.6,14.2,218.9,10.0,0
485.0,21.6,173.8,14.0,219.1,10.2,0
486.0,21.6,174.0,13.7,219.4,10.6,0
487.0,21.6,174.2,13.5,219.6,10.9,0
488.0,21.6,174.4,13.4,219.8,11.0,0
489.0,21.6,174.7,13.4,220.0,11.2,0
490.0,21.6,174.9,13.4,220.3,11.6,0
491.0,21.6,175.2,13.4,220.3,11.5,0
492.0,21.6,175.4,13.5,220.4,11.3,0
493.0,21.6,175.7,13.6,220.5,10.9,0
494.0,21.6,175.8,13.5,220.7,10.7,0
495.0,21.6,176.0,13.3,221.0,10.9,0
496.0,21.6,176.2,13.3,221.2,11.0,0
497.0,21.6,176.5,13.3,221.4,11.1,0
498.0,21.6,176.7,13.3,221.7,11.4,0
499.0,21.6,176.9,13.3,221.9,11.7,0
500.0,21.6,177.1,13.3,222.1,11.8,0
501.0,21.6,177.5,13.4,222.2,11.7,0
502.0,21.6,177.8,13.8,222.4,11.7,0
503.0,21.6,177.9,13.8,222.6,11.6,0
504.0,21.6,178.1,13.8,222.8,11.6,0
505.0,21.6,178.5,14.1,222.9,11.4,0
506.0,21.6,178.8,14.4,223.2,11.5,0
507.0,21.6,179.1,14.6,223.4,11.5,0
508.0,21.6,179.3,14.6,223.4,11.3,0
509.0,21.6,179.5,14.8,223.5,10.8,0
510.0,21.6,179.8,14.8,223.6,10.5,0
511.0,21.6,180.0,14.8,223.8,10.2,0
512.0,21.6,180.1,14.5,223.9,10.0,0
513.0,21.6,180.4,14.5,224.2,10.1,0
514.0,21.6,180.6,14.4,224.2,9.8,0
515.0,21.6,180.8,14.1,224.6,10.0,0
516.0,21.6,181.1,14.1,224.8,10.3,0
517.0,21.6,181.2,13.9,225.0,10.5,0
518.0,21.6,181.4,13.7,225.1,10.5,0
519.0,21.6,181.6,13.6,225.3,10.5,0
520.0,21.6,181.8,13.4,225.5,10.5,0
521.0,21.6,182.1,13.4,225.7,10.6,0
522.0,21.6,182.3,13.3,226.0,10.9,0
523.0,21.6,182.5,13.3,226.1,10.9,0
524.0,21.6,182.8,13.4,226.1,10.7,0
525.0,21.6,183.0,13.4,226.4,10.7,0
526.0,21.6,183.2,13.3,226.4,10.3,0
527.0,21.6,183.3,13.2,226.8,10.5,0
